hours_slept,study_duration_minutes,phone_pickups_last_hour,social_media_opens_last_hour,break_duration_minutes,subject_difficulty,current_time_of_day,caffeine_intake,previous_day_productivity,mood_level,target
8.1,40,6,5,3,3,23,1,3.2,5.6,Study Crash Incoming
6.6,47,2,1,0,4,9,1,6.9,4.5,Distracted
7.3,13,1,1,10,5,19,0,5.8,8.2,Deep Focus
8.6,47,3,2,4,4,18,0,4.1,7.0,Deep Focus
9.0,27,2,2,2,4,11,2,5.0,5.4,Deep Focus
6.9,34,2,1,1,10,14,1,7.1,7.9,Deep Focus
9.0,84,11,3,2,2,16,0,8.0,8.9,Distracted
7.1,30,1,0,22,6,11,2,6.7,5.4,Deep Focus
5.7,36,9,10,7,5,8,1,9.8,3.3,Study Crash Incoming
6.1,72,3,1,5,1,8,0,8.2,1.5,Study Crash Incoming
4.8,34,1,1,6,3,23,2,7.1,5.1,Distracted
5.7,79,3,2,0,3,19,1,4.6,2.1,Distracted
6.5,21,2,2,15,5,10,1,8.3,5.3,Deep Focus
8.2,15,0,0,4,5,12,1,4.5,4.1,Deep Focus
9.6,27,0,0,12,6,10,2,7.5,9.6,Deep Focus
4.9,60,2,1,3,4,21,1,1.1,6.0,Distracted
7.6,25,9,10,5,8,21,3,5.0,5.8,Study Crash Incoming
5.4,240,2,1,5,4,8,4,3.2,6.0,Study Crash Incoming
7.7,75,0,0,0,9,8,0,5.4,5.4,Deep Focus
6.8,35,2,1,3,10,8,1,2.9,3.9,Study Crash Incoming
4.3,240,0,0,0,7,7,0,6.1,1.1,Study Crash Incoming
8.4,38,3,2,28,2,6,3,6.9,6.7,Deep Focus
6.1,10,0,0,4,9,19,0,4.7,3.5,Distracted
6.2,49,1,0,11,9,12,2,5.4,9.5,Deep Focus
5.4,85,10,6,9,6,17,2,6.4,3.4,Study Crash Incoming
6.0,30,6,5,5,4,10,1,5.9,6.7,Distracted
7.6,16,5,4,12,8,21,1,8.7,7.2,Deep Focus
6.7,185,11,10,13,7,20,2,4.6,3.1,Study Crash Incoming
7.5,42,2,3,8,8,9,1,7.1,5.0,Deep Focus
7.5,89,0,0,1,7,20,1,6.5,5.1,Distracted
9.0,123,4,4,4,9,10,1,2.8,10.0,Distracted
6.5,61,12,7,2,10,19,0,6.2,4.8,Study Crash Incoming
4.8,56,1,0,26,8,11,1,5.8,3.0,Distracted
8.6,51,5,4,1,4,10,1,5.0,7.2,Deep Focus
6.5,183,1,1,8,10,15,0,9.5,4.5,Study Crash Incoming
8.7,33,1,1,13,9,10,2,8.6,6.4,Deep Focus
7.6,96,7,2,2,5,6,1,4.5,4.4,Study Crash Incoming
6.8,58,4,1,0,1,10,1,7.3,6.3,Deep Focus
7.5,17,21,12,2,10,23,0,7.5,4.0,Study Crash Incoming
9.9,84,1,0,4,6,6,1,6.3,5.2,Deep Focus
10.0,120,0,0,1,5,19,3,3.8,8.5,Deep Focus
7.1,38,12,10,4,7,22,2,4.1,5.3,Study Crash Incoming
7.2,70,4,3,9,1,19,2,7.1,5.6,Distracted
8.6,44,8,7,12,9,11,1,7.0,3.8,Distracted
5.7,11,3,1,0,2,23,2,5.4,4.9,Distracted
7.5,38,8,6,8,3,9,0,8.6,5.0,Study Crash Incoming
7.0,42,3,2,5,6,12,4,9.0,6.5,Deep Focus
7.5,240,0,2,7,7,18,0,9.0,3.1,Study Crash Incoming
5.7,72,2,2,3,1,20,3,9.0,5.0,Distracted
4.6,23,0,0,26,6,9,4,6.0,4.5,Deep Focus
4.0,45,3,4,0,2,9,2,3.3,3.6,Study Crash Incoming
5.3,17,0,0,2,10,18,3,5.4,3.5,Distracted
6.3,139,7,5,3,4,21,1,5.8,6.4,Study Crash Incoming
6.6,141,3,2,6,5,10,0,4.7,4.3,Study Crash Incoming
9.9,106,3,1,25,7,22,0,5.2,7.6,Deep Focus
8.7,31,1,3,1,2,8,1,3.7,7.6,Deep Focus
5.6,13,2,1,4,2,11,2,7.4,3.9,Deep Focus
7.5,36,12,7,10,10,10,5,9.3,7.0,Study Crash Incoming
6.4,147,2,3,0,6,14,2,10.0,5.6,Study Crash Incoming
6.6,129,4,4,5,3,20,0,6.5,6.0,Study Crash Incoming
7.3,19,4,4,14,7,7,1,5.7,3.7,Distracted
7.9,72,8,3,13,9,17,1,5.9,6.1,Distracted
6.5,44,2,3,4,8,9,1,8.7,5.3,Distracted
8.6,73,3,2,15,5,21,3,8.7,5.8,Deep Focus
5.3,75,4,3,1,7,21,2,5.5,4.7,Study Crash Incoming
7.0,15,0,0,0,9,6,1,8.4,3.6,Deep Focus
10.0,39,8,6,3,3,17,1,6.3,6.5,Distracted
7.3,23,1,3,0,8,13,2,4.5,7.5,Deep Focus
9.1,54,0,0,4,10,11,5,5.7,6.3,Deep Focus
7.1,19,1,1,2,4,8,0,9.4,4.5,Deep Focus
7.9,31,3,2,26,9,8,1,7.4,4.4,Deep Focus
6.9,37,2,1,1,1,13,3,5.0,5.5,Deep Focus
6.7,42,4,4,4,4,9,1,7.9,3.7,Study Crash Incoming
5.8,106,2,1,9,3,6,4,7.4,5.3,Distracted
7.6,10,3,3,3,1,11,2,5.4,5.5,Deep Focus
5.7,144,7,7,18,7,20,1,4.5,2.9,Study Crash Incoming
8.0,53,0,0,19,6,9,0,3.8,5.6,Deep Focus
8.6,67,6,5,4,4,17,2,2.7,4.6,Study Crash Incoming
7.5,18,2,0,1,9,19,1,4.7,4.4,Distracted
6.6,64,13,9,19,3,19,1,5.6,7.3,Study Crash Incoming
7.7,40,3,2,4,9,14,0,8.5,5.2,Distracted
6.5,18,0,0,8,7,6,2,7.6,4.3,Distracted
8.4,68,7,7,2,9,11,2,6.4,9.9,Distracted
4.3,19,3,1,23,1,22,1,2.3,3.8,Distracted
6.5,19,6,2,6,10,13,0,6.6,5.3,Distracted
4.0,229,0,0,51,1,18,1,2.7,1.2,Study Crash Incoming
4.8,53,0,0,0,8,7,0,7.7,4.2,Distracted
9.0,108,0,0,3,8,9,1,7.8,5.3,Distracted
8.3,14,1,1,13,2,9,3,6.1,6.9,Deep Focus
5.9,40,3,2,0,1,14,1,7.6,4.9,Distracted
4.7,17,1,2,0,1,12,0,8.0,5.3,Distracted
4.0,22,5,4,8,2,8,0,6.2,5.9,Distracted
6.2,97,0,1,0,2,20,0,5.7,5.8,Distracted
10.0,38,0,4,12,10,20,2,3.3,4.7,Distracted
7.7,240,19,16,19,3,20,1,5.3,5.7,Study Crash Incoming
6.2,15,8,5,5,9,10,3,4.0,6.7,Distracted
7.7,41,1,2,1,1,10,3,4.0,3.7,Deep Focus
4.7,28,0,2,5,7,9,1,4.5,6.8,Distracted
6.6,26,3,1,8,5,8,1,2.1,5.2,Distracted
7.1,24,0,0,24,6,17,3,8.0,6.8,Deep Focus
6.9,64,0,0,1,8,18,4,6.4,5.1,Distracted
8.2,24,2,1,0,3,10,2,8.3,6.3,Deep Focus
7.5,72,4,5,1,1,17,0,7.6,4.8,Distracted
8.0,39,1,0,4,3,10,3,7.0,8.5,Deep Focus
6.0,68,1,1,0,9,16,1,7.6,8.3,Distracted
8.3,22,14,9,2,6,21,2,6.3,8.9,Study Crash Incoming
9.4,154,4,2,3,10,10,2,8.6,4.2,Study Crash Incoming
5.5,106,13,7,1,9,12,1,5.0,5.8,Study Crash Incoming
5.7,59,5,4,4,2,20,1,6.0,5.2,Study Crash Incoming
9.0,114,3,2,2,1,10,0,5.4,5.6,Study Crash Incoming
6.7,55,0,0,1,1,6,0,10.0,5.2,Deep Focus
9.1,10,0,1,4,2,10,2,4.7,4.5,Distracted
6.3,53,2,2,9,5,18,0,8.6,7.5,Deep Focus
9.2,39,10,7,8,1,19,3,3.3,4.2,Study Crash Incoming
7.2,37,0,0,7,9,11,2,6.2,6.3,Distracted
7.4,83,0,0,21,5,21,0,5.6,6.4,Deep Focus
9.3,19,5,4,0,8,19,2,4.0,5.7,Distracted
6.5,166,0,0,3,9,17,0,4.7,7.7,Study Crash Incoming
5.6,82,0,1,1,1,7,2,7.0,1.6,Distracted
6.3,50,7,3,17,5,11,1,5.3,5.5,Distracted
7.7,34,0,0,13,7,16,1,4.1,3.9,Deep Focus
4.7,144,7,8,16,10,18,2,7.8,3.3,Study Crash Incoming
8.0,31,4,1,4,9,16,2,6.0,5.8,Distracted
6.2,240,11,7,3,3,22,2,6.7,3.6,Study Crash Incoming
8.7,64,4,2,3,3,21,4,8.2,7.8,Deep Focus
4.0,178,0,0,7,8,8,1,9.1,2.0,Study Crash Incoming
5.8,29,15,16,7,7,7,2,1.4,2.1,Study Crash Incoming
4.5,185,0,0,10,3,14,3,5.8,4.6,Study Crash Incoming
5.8,121,2,3,2,5,9,1,2.6,5.0,Study Crash Incoming
7.4,19,5,3,15,10,20,0,10.0,6.2,Distracted
6.7,111,1,1,17,3,22,0,6.3,6.4,Distracted
6.6,73,1,0,2,4,7,2,7.9,1.6,Distracted
6.8,11,4,3,5,10,8,0,4.7,7.6,Deep Focus
7.3,164,0,1,8,7,7,2,5.3,3.9,Study Crash Incoming
5.5,22,0,1,5,3,16,4,8.2,4.9,Deep Focus
8.1,13,2,3,37,3,6,0,7.0,5.4,Deep Focus
8.0,14,14,7,15,9,19,0,9.4,2.7,Study Crash Incoming
7.6,18,4,4,3,3,19,2,4.3,5.1,Distracted
7.8,113,0,0,2,8,20,0,5.6,7.1,Distracted
7.4,65,9,6,2,5,6,1,7.0,5.9,Study Crash Incoming
10.0,65,0,1,2,3,10,1,7.3,6.4,Deep Focus
6.9,10,12,5,0,4,9,1,6.8,5.7,Study Crash Incoming
6.5,50,3,1,12,8,9,2,3.4,5.9,Distracted
5.9,95,0,0,0,9,20,0,4.1,4.3,Distracted
5.5,41,5,5,1,1,9,2,6.7,5.4,Distracted
5.1,25,3,2,16,10,21,0,2.9,2.8,Distracted
5.7,37,3,2,4,3,6,2,4.2,2.7,Study Crash Incoming
6.9,86,3,3,12,7,18,0,6.1,5.1,Distracted
7.5,14,2,1,6,3,12,1,4.4,2.7,Deep Focus
7.1,18,2,2,1,3,18,1,6.5,6.7,Deep Focus
5.9,21,10,5,3,9,18,1,5.8,5.2,Study Crash Incoming
8.4,16,1,1,4,8,7,1,4.4,5.4,Distracted
8.1,79,6,2,11,10,22,3,4.5,6.5,Study Crash Incoming
6.8,13,8,5,1,1,18,1,8.6,6.1,Distracted
6.0,41,9,4,21,3,19,2,6.8,6.5,Distracted
7.8,51,3,2,2,1,19,0,6.5,8.2,Deep Focus
7.3,54,3,2,9,5,18,2,6.1,6.3,Distracted
4.8,20,2,2,7,5,12,0,4.2,3.9,Distracted
6.9,76,0,0,17,10,18,2,4.9,6.7,Deep Focus
7.4,177,5,2,2,3,20,3,1.2,4.3,Study Crash Incoming
5.7,103,4,3,6,7,13,2,4.7,4.5,Study Crash Incoming
7.3,225,1,2,11,10,6,0,4.8,4.5,Study Crash Incoming
4.8,204,0,0,6,1,20,3,7.1,5.9,Study Crash Incoming
9.0,16,0,1,7,5,10,3,4.8,7.8,Deep Focus
8.9,42,2,2,6,4,14,1,7.6,8.8,Deep Focus
6.6,146,2,2,23,1,19,2,5.5,5.4,Distracted
7.5,13,3,3,26,5,19,3,6.3,6.5,Deep Focus
4.0,26,1,0,2,3,9,3,5.9,4.8,Distracted
5.3,25,7,4,5,4,6,1,7.4,2.9,Study Crash Incoming
6.6,14,2,2,5,3,21,0,8.4,5.7,Deep Focus
5.4,90,2,1,10,6,10,1,4.0,4.8,Distracted
8.1,87,3,1,4,4,18,1,9.5,5.6,Distracted
10.0,105,4,2,6,8,10,1,4.3,6.6,Distracted
5.2,48,6,3,3,4,8,0,5.6,3.5,Study Crash Incoming
5.7,46,0,0,8,7,6,0,4.9,3.7,Distracted
7.4,177,4,1,5,6,9,1,9.0,5.6,Study Crash Incoming
9.4,14,3,3,7,4,19,0,3.9,7.6,Deep Focus
5.2,60,9,6,0,9,20,2,7.4,6.6,Study Crash Incoming
7.4,55,2,0,6,8,7,4,1.6,6.1,Distracted
9.7,196,4,3,3,6,20,3,7.6,6.7,Study Crash Incoming
4.5,180,8,5,17,6,17,2,5.6,1.6,Study Crash Incoming
5.1,31,9,4,1,8,21,1,5.3,7.7,Study Crash Incoming
6.4,211,2,5,14,8,15,3,4.6,4.9,Study Crash Incoming
6.2,50,0,1,0,8,18,2,5.9,4.2,Deep Focus
8.2,88,3,2,0,2,18,0,5.3,8.1,Distracted
7.4,170,3,2,10,3,9,3,3.0,4.0,Study Crash Incoming
4.3,66,9,4,1,5,11,1,4.4,5.1,Study Crash Incoming
7.8,74,3,4,0,6,20,1,7.6,4.9,Study Crash Incoming
6.1,195,2,2,3,4,11,2,5.2,5.0,Study Crash Incoming
8.9,54,7,5,5,9,18,3,4.4,6.7,Study Crash Incoming
6.1,107,6,5,2,4,9,2,6.1,3.2,Study Crash Incoming
6.0,126,5,4,5,6,6,2,7.0,4.1,Study Crash Incoming
7.8,22,0,1,5,7,22,0,7.3,6.7,Deep Focus
8.1,26,0,0,11,4,12,0,6.7,6.5,Deep Focus
7.7,48,1,1,14,6,18,0,8.4,10.0,Deep Focus
4.5,78,1,1,11,8,9,2,6.1,4.3,Distracted
7.8,112,14,11,10,4,13,1,5.5,4.9,Study Crash Incoming
5.4,13,10,8,8,10,20,1,7.7,3.6,Study Crash Incoming
7.4,120,1,1,6,6,9,1,4.6,2.7,Study Crash Incoming
4.9,115,0,0,0,8,11,0,5.2,6.4,Distracted
7.7,92,10,6,10,8,21,2,2.8,7.8,Study Crash Incoming
5.8,24,0,0,2,9,11,1,9.6,6.5,Distracted
5.1,139,1,1,0,7,7,5,10.0,2.8,Study Crash Incoming
8.1,12,2,1,0,6,10,1,5.6,4.9,Deep Focus
7.4,13,0,0,1,8,7,3,7.5,6.3,Deep Focus
6.1,32,2,3,1,5,12,2,7.4,4.8,Distracted
9.2,17,5,4,0,9,18,0,6.4,5.5,Distracted
6.3,12,2,1,10,6,9,1,8.4,3.6,Distracted
7.0,69,3,3,6,8,10,0,3.5,8.4,Distracted
7.4,130,6,1,1,3,21,5,5.6,4.5,Study Crash Incoming
6.1,122,7,5,5,2,14,3,1.8,7.3,Study Crash Incoming
7.7,82,0,0,0,6,14,0,4.0,7.7,Distracted
6.2,22,5,3,13,9,10,1,2.7,4.0,Study Crash Incoming
6.4,21,2,2,5,8,17,0,2.3,5.6,Distracted
9.0,212,9,5,5,4,19,1,5.0,4.9,Study Crash Incoming
5.4,19,2,1,1,9,6,0,6.7,6.2,Distracted
4.0,240,0,0,5,7,18,1,4.7,2.8,Study Crash Incoming
9.4,174,2,2,4,6,12,3,4.9,7.8,Study Crash Incoming
10.0,47,15,6,14,10,17,1,4.5,6.6,Study Crash Incoming
6.4,47,4,2,2,8,19,2,6.3,3.7,Study Crash Incoming
4.1,25,8,6,16,3,20,1,4.8,5.4,Study Crash Incoming
6.5,50,1,0,24,1,19,2,4.0,4.4,Deep Focus
6.6,16,1,0,4,3,20,1,7.9,2.3,Distracted
6.7,52,3,4,27,2,8,0,4.3,5.7,Distracted
5.3,139,8,4,17,2,18,1,3.5,3.7,Study Crash Incoming
7.9,48,1,0,6,6,8,2,7.5,5.9,Deep Focus
7.8,19,2,2,8,10,22,1,2.6,6.5,Study Crash Incoming
4.8,35,0,1,5,7,22,0,8.5,4.2,Study Crash Incoming
8.0,87,1,1,10,5,21,5,3.9,6.8,Deep Focus
10.0,29,13,8,0,3,20,0,6.2,4.8,Study Crash Incoming
7.3,46,4,6,5,8,9,2,4.0,7.4,Distracted
6.5,26,13,7,0,6,10,0,6.0,4.9,Study Crash Incoming
6.8,38,7,2,29,1,6,1,5.0,2.5,Deep Focus
7.9,21,9,7,18,5,18,0,4.0,2.4,Study Crash Incoming
4.4,172,1,2,1,2,22,2,2.8,3.0,Study Crash Incoming
7.2,65,23,12,1,5,19,1,4.9,4.3,Study Crash Incoming
6.4,47,2,0,4,1,23,2,7.0,3.1,Deep Focus
9.8,240,4,3,8,3,7,2,7.3,6.9,Study Crash Incoming
6.7,133,7,7,7,9,22,3,4.6,7.2,Study Crash Incoming
9.5,17,5,5,2,2,20,1,4.6,5.1,Deep Focus
5.3,110,0,0,3,2,6,1,5.7,4.1,Study Crash Incoming
7.9,78,3,4,1,3,19,4,6.0,5.0,Study Crash Incoming
7.5,116,12,6,1,10,6,0,6.0,3.6,Study Crash Incoming
5.7,34,12,8,2,10,12,2,5.1,3.9,Study Crash Incoming
7.3,47,4,2,20,7,11,0,5.3,8.5,Deep Focus
8.8,112,2,2,17,8,17,2,5.4,6.8,Distracted
6.5,101,3,2,9,10,8,3,1.2,4.7,Study Crash Incoming
4.5,59,1,1,9,3,22,0,5.2,2.5,Distracted
7.0,104,1,3,3,5,17,1,7.6,6.0,Distracted
5.6,15,6,5,0,1,8,1,8.8,3.6,Distracted
6.5,76,1,0,5,6,9,1,8.4,8.1,Deep Focus
6.9,10,3,2,0,10,17,1,6.2,6.2,Distracted
4.4,14,14,13,0,1,9,2,3.6,4.3,Study Crash Incoming
4.6,12,4,1,1,8,8,2,4.9,4.2,Study Crash Incoming
7.7,174,4,2,6,5,20,2,4.5,7.5,Study Crash Incoming
6.2,120,4,3,12,10,23,3,3.2,4.1,Study Crash Incoming
4.0,72,11,10,4,6,21,1,4.1,2.8,Study Crash Incoming
8.2,56,4,3,10,5,12,1,4.5,6.9,Deep Focus
7.4,19,0,1,0,2,11,3,3.2,7.2,Deep Focus
5.9,17,3,1,3,6,11,0,7.9,7.1,Deep Focus
5.0,81,1,2,10,10,20,2,7.2,4.5,Study Crash Incoming
8.3,113,3,1,2,1,23,2,5.9,5.6,Distracted
7.5,109,0,2,13,1,21,2,6.8,6.7,Deep Focus
10.0,220,4,2,0,9,12,2,6.6,3.5,Study Crash Incoming
7.6,48,1,1,32,3,20,0,4.5,5.6,Deep Focus
7.6,19,5,4,19,7,7,0,9.6,4.4,Distracted
6.7,17,2,1,13,7,7,0,4.5,4.9,Deep Focus
8.2,21,1,0,2,5,19,2,2.7,6.6,Deep Focus
7.9,209,2,1,0,5,20,1,6.3,7.5,Study Crash Incoming
8.9,16,4,1,2,7,19,1,7.1,4.3,Distracted
6.2,57,1,1,8,3,10,1,5.4,4.2,Deep Focus
6.3,187,0,2,5,2,19,2,8.5,3.7,Study Crash Incoming
6.3,48,7,3,0,10,10,1,6.4,4.4,Study Crash Incoming
8.2,17,1,1,0,1,16,0,4.4,4.6,Deep Focus
9.2,81,3,2,14,2,10,2,4.8,9.9,Deep Focus
6.3,19,1,0,3,8,12,4,6.3,7.0,Deep Focus
6.4,137,1,1,3,6,9,4,6.2,4.0,Study Crash Incoming
7.5,13,8,3,4,4,6,1,8.4,5.1,Distracted
6.6,53,18,19,24,2,10,2,7.7,4.8,Study Crash Incoming
8.4,91,1,0,16,4,11,1,2.9,6.8,Deep Focus
4.0,20,4,3,28,1,9,0,5.7,2.8,Distracted
5.8,12,2,3,19,6,22,3,3.5,1.9,Study Crash Incoming
5.8,50,10,9,5,5,22,0,8.9,3.3,Study Crash Incoming
4.0,39,3,4,6,10,18,1,4.1,6.2,Study Crash Incoming
5.6,27,0,0,7,9,8,0,6.4,2.3,Distracted
5.6,76,10,3,5,5,10,0,4.6,6.6,Study Crash Incoming
6.7,85,16,8,7,6,10,1,2.0,6.3,Study Crash Incoming
8.7,171,4,2,8,7,11,2,3.5,6.1,Study Crash Incoming
6.6,240,0,2,12,3,19,3,5.5,6.4,Study Crash Incoming
5.5,47,9,4,5,7,23,1,7.1,4.1,Study Crash Incoming
6.9,13,2,1,10,1,8,4,7.1,2.0,Deep Focus
8.6,25,1,1,5,10,18,1,3.3,5.8,Distracted
5.5,12,4,4,26,10,10,1,6.6,4.3,Distracted
5.6,42,13,8,8,9,10,2,7.9,7.1,Study Crash Incoming
7.8,15,6,6,8,3,9,0,7.0,5.2,Distracted
6.7,168,6,2,4,8,19,1,5.3,5.0,Study Crash Incoming
8.0,13,0,0,1,6,6,0,6.1,3.5,Deep Focus
7.0,102,7,6,0,10,20,1,6.3,5.1,Study Crash Incoming
8.1,25,5,10,1,1,20,1,8.8,4.0,Distracted
5.4,36,3,1,16,4,9,2,9.4,6.3,Deep Focus
7.0,107,3,2,1,1,17,1,7.3,5.2,Distracted
6.7,11,0,0,16,10,6,1,6.1,2.8,Deep Focus
5.2,20,0,0,4,2,18,0,5.9,6.6,Deep Focus
4.7,47,4,4,13,1,22,2,6.1,1.7,Study Crash Incoming
8.0,68,10,3,7,2,9,1,6.4,6.3,Distracted
6.5,48,5,5,7,10,7,1,5.0,2.5,Study Crash Incoming
5.5,53,3,3,11,6,6,1,9.9,4.5,Distracted
6.9,81,0,0,3,2,9,0,4.4,7.0,Distracted
8.7,12,4,6,0,4,19,4,8.6,5.3,Deep Focus
4.0,34,0,1,8,5,18,0,1.6,2.4,Study Crash Incoming
4.8,46,9,3,3,9,8,1,5.4,2.4,Study Crash Incoming
5.6,78,3,2,6,3,8,1,5.3,4.4,Study Crash Incoming
9.2,46,2,1,9,2,11,0,6.5,9.8,Deep Focus
7.4,40,6,5,2,8,17,0,5.3,7.7,Distracted
8.2,29,1,0,4,5,6,1,8.8,7.1,Deep Focus
5.3,55,6,5,3,2,9,4,5.5,3.0,Study Crash Incoming
5.3,21,2,3,0,5,17,1,3.9,6.7,Distracted
7.7,14,11,5,4,5,10,2,4.1,7.5,Study Crash Incoming
7.1,142,2,2,9,3,20,1,5.1,5.7,Distracted
7.8,67,1,3,0,3,21,4,7.4,4.5,Distracted
6.7,16,3,3,4,1,17,1,7.8,7.2,Deep Focus
7.4,11,3,1,3,9,11,4,3.6,5.0,Deep Focus
7.2,70,9,4,6,1,7,0,4.4,6.1,Study Crash Incoming
8.2,104,1,0,1,6,10,1,3.9,5.7,Distracted
8.2,53,7,3,2,1,20,1,5.4,4.3,Distracted
4.6,12,2,1,8,9,9,2,7.9,3.6,Distracted
4.0,22,4,3,4,4,9,0,6.3,6.9,Distracted
8.5,13,6,5,5,10,13,0,7.1,5.3,Distracted
8.8,94,0,0,7,1,20,2,7.5,7.6,Deep Focus
5.5,19,1,0,0,4,12,2,4.8,6.6,Deep Focus
4.2,119,2,1,8,4,9,1,3.4,3.8,Study Crash Incoming
7.1,90,0,0,9,1,18,1,4.8,4.9,Distracted
8.4,45,1,1,5,5,15,0,7.6,5.1,Deep Focus
9.7,44,0,1,6,5,12,2,7.2,9.4,Deep Focus
7.8,16,7,5,18,5,19,2,6.2,4.0,Deep Focus
6.4,27,3,2,16,6,8,2,7.9,1.0,Distracted
5.7,16,1,0,8,2,19,2,6.3,5.2,Deep Focus
7.0,115,11,4,11,3,19,1,5.3,3.4,Study Crash Incoming
6.6,49,0,1,16,5,10,0,2.9,5.3,Deep Focus
5.5,15,1,0,13,7,9,3,8.5,2.7,Deep Focus
10.0,114,8,6,9,4,17,1,5.8,6.5,Study Crash Incoming
9.7,13,0,0,11,5,20,2,5.1,6.7,Deep Focus
8.7,24,8,8,9,10,20,0,5.8,6.5,Distracted
5.6,119,1,1,6,7,19,1,9.0,6.7,Distracted
8.3,66,1,1,5,1,18,0,8.0,6.3,Deep Focus
8.0,55,1,1,15,4,20,3,5.3,5.9,Deep Focus
7.7,131,1,1,12,1,9,2,6.9,5.4,Deep Focus
8.9,20,1,9,2,9,12,1,8.5,8.4,Deep Focus
8.0,30,3,1,13,9,20,3,6.7,4.0,Deep Focus
8.1,39,1,2,33,5,9,2,6.2,5.3,Deep Focus
8.0,119,7,4,6,3,10,2,1.8,6.1,Study Crash Incoming
7.5,18,1,1,5,8,21,3,8.5,3.9,Deep Focus
4.3,104,2,1,4,2,6,1,3.9,5.5,Study Crash Incoming
7.1,11,0,1,10,8,10,0,2.3,6.2,Deep Focus
6.2,27,4,3,1,9,18,0,2.4,3.4,Study Crash Incoming
5.1,25,3,2,0,2,10,1,4.3,5.3,Deep Focus
9.5,47,5,2,4,6,10,0,7.0,8.9,Deep Focus
9.6,43,0,2,24,2,20,2,8.3,5.4,Deep Focus
9.0,240,0,0,7,7,16,3,6.7,9.1,Study Crash Incoming
7.4,39,6,2,11,7,11,3,9.5,6.4,Deep Focus
9.0,69,1,0,10,1,10,0,5.2,6.9,Deep Focus
7.0,12,10,6,2,10,7,2,5.5,6.8,Study Crash Incoming
7.3,96,5,4,9,3,19,1,2.3,5.9,Distracted
5.4,42,0,0,1,5,14,4,4.8,6.3,Distracted
7.6,38,0,1,0,3,10,4,1.9,6.1,Deep Focus
7.1,18,5,4,1,10,18,0,3.3,3.1,Study Crash Incoming
5.0,179,5,8,7,8,9,0,7.3,5.0,Study Crash Incoming
6.9,69,5,3,3,10,18,1,2.6,6.0,Study Crash Incoming
6.9,28,4,4,5,4,21,3,2.8,4.4,Distracted
9.7,11,9,3,4,6,6,1,2.5,2.3,Study Crash Incoming
8.3,116,8,6,4,6,8,2,7.6,6.8,Study Crash Incoming
7.0,67,2,1,10,3,19,1,9.3,4.1,Deep Focus
7.4,41,5,4,7,10,19,0,5.9,3.9,Study Crash Incoming
7.1,28,3,4,27,9,7,0,7.9,3.2,Deep Focus
6.7,87,0,0,5,10,20,2,3.7,2.1,Study Crash Incoming
5.4,99,9,7,7,5,19,2,8.5,5.3,Study Crash Incoming
6.8,41,0,0,13,2,8,3,4.6,8.6,Deep Focus
5.9,59,6,3,0,2,23,1,7.3,3.2,Study Crash Incoming
5.1,208,0,0,0,6,18,1,5.9,5.9,Study Crash Incoming
7.8,240,1,2,7,9,19,1,2.2,5.7,Study Crash Incoming
7.6,132,6,5,0,7,11,0,4.2,6.6,Study Crash Incoming
4.3,49,1,1,3,8,22,0,6.3,3.3,Study Crash Incoming
6.8,17,2,3,19,8,17,2,2.3,6.9,Distracted
8.5,114,3,1,20,9,18,3,6.6,4.6,Distracted
8.6,12,15,8,0,10,23,0,3.2,5.5,Study Crash Incoming
8.5,32,0,0,4,4,11,3,7.1,8.3,Deep Focus
7.1,12,0,1,6,8,22,3,3.3,5.9,Deep Focus
5.7,76,2,1,16,3,20,0,6.9,5.1,Deep Focus
5.4,36,0,1,14,7,9,1,7.6,4.8,Deep Focus
7.5,57,1,1,5,1,21,2,5.7,4.7,Deep Focus
7.6,45,0,1,5,1,19,0,5.8,5.2,Deep Focus
8.9,59,0,0,3,2,11,3,9.0,4.5,Deep Focus
8.6,17,4,1,8,6,9,0,4.4,7.0,Deep Focus
6.8,16,5,2,4,10,9,3,4.9,7.4,Distracted
5.1,79,1,2,0,6,18,0,7.3,5.1,Study Crash Incoming
6.5,43,2,3,5,6,19,1,6.8,5.2,Distracted
7.3,44,0,1,3,7,8,2,5.5,6.3,Deep Focus
6.7,14,7,6,19,9,9,2,3.6,2.1,Study Crash Incoming
6.1,65,6,6,3,6,19,0,7.9,4.2,Study Crash Incoming
7.4,59,10,3,1,8,9,2,3.5,5.5,Study Crash Incoming
6.2,11,5,4,25,5,22,0,10.0,1.8,Distracted
6.1,15,0,0,18,10,11,1,3.6,5.6,Deep Focus
7.5,56,9,4,3,5,19,0,3.8,2.9,Study Crash Incoming
6.4,14,3,3,2,9,7,5,6.7,5.7,Distracted
7.4,27,10,6,3,10,12,1,7.1,6.6,Study Crash Incoming
7.4,18,2,1,12,9,20,3,4.1,5.1,Distracted
5.3,50,0,1,12,4,11,0,9.4,6.1,Deep Focus
6.3,52,2,2,0,4,20,0,6.7,5.1,Distracted
9.2,61,4,5,9,8,18,2,5.5,7.5,Distracted
5.3,90,2,2,0,10,8,2,6.8,4.8,Study Crash Incoming
4.0,38,2,2,4,7,13,0,8.4,3.5,Study Crash Incoming
4.2,12,6,4,2,8,11,0,9.2,6.8,Study Crash Incoming
7.0,127,13,10,1,5,20,2,6.4,7.1,Study Crash Incoming
7.0,61,2,1,6,9,9,1,3.5,6.1,Distracted
